3 3 300
   10.7383   10.1939    7.3091			1
   10.6339   10.1079    8.5437			1
    9.7913    9.6607    7.2247			1
    9.8974    7.7267    5.4962			1
   10.1155    8.2886    6.8130			1
    9.2784    9.3079    6.3476			1
    9.7846    8.2052    5.2413			1
    9.9192    8.5207    6.5325			1
    9.0764    9.2510    6.1770			1
   10.8462    9.2581    7.9573			1
    8.9785    9.5064    7.0592			1
    9.3585    7.8076    7.4774			1
    8.9444    9.0573    6.9446			1
   10.9617    8.0478    7.0488			1
    9.3859    7.7390    6.5788			1
    8.4423    8.7735    6.7609			1
   10.7340    9.1053    8.3151			1
   11.3014    8.5240    8.0890			1
   10.6068    8.9544    5.9283			1
   10.1252    8.5980    7.1027			1
    9.2242    8.1033    6.4497			1
    9.3210    8.9919    7.3185			1
   11.1099    8.1989    6.9694			1
   11.0387    9.5340    8.4314			1
    9.4512    7.3199    6.4664			1
   10.7276    9.6067    5.9398			1
   10.1960    9.3145    8.3873			1
   15.7777    1.5879   11.4440			2
   15.8685    2.7902   11.2532			2
   14.9448    0.7798   12.7481			2
   15.9801    1.0142   14.2029			2
   16.5581    1.8898   14.3712			2
   17.6841    1.4798   14.7022			2
   16.0739    2.0809   11.9011			2
   17.4514    2.7384   13.1174			2
   15.6564    1.5667   11.8511			2
   14.8270    1.5208   11.6988			2
   15.3465    1.1154   11.4126			2
   15.4900    0.9971   11.6626			2
   16.5611    0.6397   13.0409			2
   14.7946    0.6621   12.0221			2
   15.8889    0.1369   10.6020			2
   15.0046    2.1485   12.0825			2
   13.5150    0.1619   13.5822			2
   16.2275    0.5147   11.9629			2
   15.2254    0.0327   12.0838			2
   17.0248    1.9667   10.5073			2
   15.7311    1.2597   11.2062			2
   17.0419    1.9678   12.0131			2
   16.9442    2.0781   12.5975			2
   17.9197    1.4727   13.4691			2
   15.4081    1.9933   10.4642			2
   14.9689    0.8315   11.3650			2
   16.8566    1.8505   11.7138			2
   15.6348   -0.4010   11.0338			2
   15.6531    1.0313   12.2401			2
   16.4351    0.7610   13.4342			2
   16.4006    0.5650   12.4969			2
   16.3440   -0.5039   12.5386			2
   16.9950   -0.0752   13.2183			2
   16.7730    1.1827   13.1649			2
   14.9363    0.6297   10.4119			2
   16.3628    0.2098   11.9967			2
   15.4727    0.2816   11.8770			2
   15.1159    1.4582   14.0080			2
   16.1039    0.8925   12.8527			2
   16.0618    0.9679   12.0856			2
   15.5217    1.5430   12.2514			2
   16.4884    2.2366   10.3939			2
   16.6153    0.3362    9.9553			2
   16.4861    2.5028   11.9847			2
   15.5396    0.9811   13.0444			2
   14.8067    0.4445   12.0818			2
   15.4488    2.0822   11.7918			2
   15.4897    1.3544   11.8519			2
   16.0778    0.7619   13.7838			2
   16.6242    0.9808   13.3966			2
   17.9259    1.0688   12.2722			2
   15.9974    0.3185   11.6156			2
   15.9192    1.5156   12.1130			2
   15.7699    0.9284   12.3213			2
   15.2109   -1.3428   10.3493			2
   16.3817    0.9972    9.5883			2
   15.8796    1.3996   11.5157			2
   16.4870    1.7061   14.2754			2
   16.7899    1.1013   11.6953			2
   14.8710    0.2383   12.8888			2
   16.7837    1.5001   13.4048			2
   15.2736    0.3787   12.3897			2
   15.3206    1.2400   11.7071			2
   15.3268   -0.6637   11.5670			2
   15.7205    1.3122   11.0238			2
   14.6263    1.8092   10.7134			2
   16.7460    1.7650   12.9012			2
   15.4467    1.2589   12.6625			2
   16.8663    0.6373   14.1387			2
   17.7808    1.1063   12.0114			2
   16.2662    2.0597   12.7493			2
   15.6456    0.5354   13.2460			2
   16.5198   -0.1682   14.0027			2
   14.9697    0.0075   10.8758			2
   16.0551    1.7093   10.6853			2
   16.0111    1.0340   11.8104			2
   15.8483    1.2674   12.4402			2
   15.3796    1.2708   11.5423			2
   15.1058    2.1898   12.6256			2
   15.9551    1.5240   10.7409			2
   16.6492   -0.5519   13.0733			2
   15.7445    1.9646   12.9405			2
   14.7138    1.6761   12.1394			2
   16.4166    0.7784   13.2647			2
   16.9852    0.8106   12.8300			2
   15.0574    1.4985   12.1890			2
   13.4341   -0.1047    9.7688			2
   16.8997    0.9559   11.4215			2
   16.0691    2.0721   10.8096			2
   14.3151    0.7270   10.0798			2
   15.4461    2.2549   12.0680			2
   17.0555    0.7020   12.0805			2
   15.4810    0.4294   11.4795			2
   15.7610    2.2161   12.6564			2
   16.0043    0.5165   11.9801			2
   15.9644   -0.0796   11.8461			2
   15.5438    0.3007   12.1923			2
   14.9549    0.8183   11.1740			2
   16.6412    1.4686   11.2776			2
   16.6573    1.3231   12.1964			2
    2.3979    5.6525    2.7566			3
    2.5103    6.3484    1.4272			3
    1.3739    3.2679    1.2037			3
    2.7527    4.6571    3.1138			3
   -0.0195    4.5524    0.0118			3
    2.9907    5.6814    2.0605			3
    1.9985    4.5837    1.2220			3
    0.5427    4.8057   -0.2565			3
    0.8909    3.7593   -1.8304			3
    2.1872    4.9112   -1.1518			3
    2.1994    4.8305    0.7212			3
    1.0919    5.4586    0.2100			3
    1.5911    4.4816    0.4354			3
    3.2632    4.6854    0.0431			3
    1.5830    4.2092    0.9880			3
    2.0295    5.2180    1.2271			3
    2.7210    4.6464    0.5148			3
    2.8095    6.4380    2.1198			3
    2.1245    5.4675   -0.4251			3
    0.5385    4.8213   -0.4479			3
    0.5138    4.4593    0.2458			3
    2.3870    5.3485   -0.0398			3
    1.3346    5.8191    2.0320			3
    2.5099    3.4641    2.3567			3
    0.7506    5.6132    0.9061			3
    2.4154    4.8348   -0.1897			3
    2.5681    5.1651    1.8034			3
    2.3429    5.7635   -1.1672			3
    1.0854    5.1752    0.2447			3
    1.6866    3.6964    3.7094			3
    2.3989    3.9841    1.4085			3
    0.5646    5.0189   -0.5025			3
    1.3669    4.1336    1.5222			3
    1.0273    3.4943    0.2604			3
    2.9046    4.9898    2.2343			3
    3.5610    5.1494    1.1610			3
    2.6400    4.3108    2.3558			3
    1.3249    3.9717    1.6030			3
    2.2066    5.2779    1.2942			3
    1.7983    3.5060    0.4844			3
    1.2298    5.7672    1.0902			3
    2.3120    5.5898    0.9895			3
    2.0991    4.8216    0.9363			3
    0.9773    4.6890    1.2952			3
    1.3834    4.1403   -0.0278			3
    1.7492    4.1434    0.0807			3
    2.5910    5.4506    1.2283			3
    0.8732    5.3541    0.0232			3
    1.4607    5.8063   -0.4487			3
    1.5651    4.7785    1.6444			3
    2.8876    5.7157    1.1124			3
    3.5905    6.9277    0.2697			3
    3.2884    7.0739    1.2774			3
    2.8230    4.9552    1.1151			3
    2.2950    6.7673   -0.8576			3
    2.0628    4.8981   -0.2475			3
    0.6463    4.0825   -1.2036			3
    1.6225    5.3152    1.9456			3
    1.9810    4.9567    0.8577			3
    2.2062    5.9340    2.2026			3
    1.0900    5.2339    1.2645			3
    1.4001    3.6624    1.0991			3
    2.5038    2.8674    0.2747			3
    0.9272    5.0983    0.9448			3
    1.3000    4.0404   -0.5611			3
    2.2446    5.7529    0.4953			3
    3.3855    6.5875    1.0011			3
    1.0502    3.9911    0.7716			3
    2.5646    5.9199   -0.3763			3
    1.2801    4.9124   -0.5147			3
    1.7170    4.4775    1.0338			3
    1.4564    6.0273    2.3124			3
    3.1364    4.9380    1.6813			3
    2.7749    6.1456    0.9649			3
    0.0997    5.6449    0.4465			3
    1.6742    3.3360    0.7745			3
    2.4996    7.3610    3.2431			3
    0.5952    5.6160    0.5731			3
    1.8135    5.7359    1.8975			3
    1.6159    4.3129    0.7268			3
    2.4457    4.9343    0.3891			3
    1.2139    3.7429    0.8952			3
    2.0721    4.0677    1.8840			3
    1.5292    4.1920   -0.7789			3
    0.7238    5.0763   -0.3921			3
    1.6531    6.2856    0.8682			3
    1.5867    5.8947    1.4070			3
    1.7369    4.5551    0.0121			3
    1.7281    3.2848    0.1128			3
    0.5661    4.7663    1.1067			3
    2.9877    4.7308    0.0381			3
    3.1952    4.0055    2.2186			3
    1.8858    5.3040    1.7988			3
    1.3346    5.2458    0.2305			3
    2.1929    5.6994    1.7522			3
    1.6385    4.6960    2.0489			3
    2.0586    4.7030    1.2737			3
    0.4132    4.3895    1.2338			3
    3.5225    5.3062    1.6239			3
    2.2955    5.2485    1.1357			3
